Date,Device,CNT,Owner
2020-12-08,xbox one,1069,Microsoft
2020-12-09,xbox one,957,Microsoft
2020-12-10,xbox one,983,Microsoft
2020-12-11,xbox one,1024,Microsoft
2020-12-12,xbox one,1396,Microsoft
2020-12-13,xbox one,1387,Microsoft
2020-12-14,xbox one,1389,Microsoft
2020-12-15,xbox one,993,Microsoft
2020-12-16,xbox one,991,Microsoft
2020-12-17,xbox one,858,Microsoft
2020-12-18,xbox one,813,Microsoft
2020-12-19,xbox one,1203,Microsoft
2020-12-20,xbox one,1144,Microsoft
2020-12-21,xbox one,973,Microsoft
2020-12-22,xbox one,845,Microsoft
2020-12-23,xbox one,877,Microsoft
2020-12-24,xbox one,981,Microsoft
2020-12-25,xbox one,1065,Microsoft
2020-12-26,xbox one,1199,Microsoft
2020-12-27,xbox one,1321,Microsoft
2020-12-28,xbox one,1202,Microsoft
2020-12-29,xbox one,1211,Microsoft
2020-12-30,xbox one,1289,Microsoft
2020-12-31,xbox one,1588,Microsoft
2021-01-01,xbox one,6210,Microsoft
2021-01-02,xbox one,4419,Microsoft
2021-01-03,xbox one,3578,Microsoft
2021-01-04,xbox one,2571,Microsoft
2021-01-05,xbox one,2151,Microsoft
2021-01-06,xbox one,2538,Microsoft
2021-01-07,xbox one,1856,Microsoft
2021-01-08,xbox one,1478,Microsoft
2021-01-09,xbox one,1842,Microsoft
2021-01-10,xbox one,3344,Microsoft
2021-01-11,xbox one,1470,Microsoft
2021-01-12,xbox one,1411,Microsoft
2021-01-13,xbox one,1238,Microsoft
2021-01-14,xbox one,1272,Microsoft
2021-01-15,xbox one,1293,Microsoft
2021-01-16,xbox one,2238,Microsoft
2021-01-17,xbox one,2777,Microsoft
2021-01-18,xbox one,1377,Microsoft
2021-01-19,xbox one,1776,Microsoft
2021-01-20,xbox one,1106,Microsoft
2021-01-21,xbox one,1045,Microsoft
2021-01-22,xbox one,1000,Microsoft
2021-01-23,xbox one,1479,Microsoft
2021-01-24,xbox one,1358,Microsoft
2021-01-25,xbox one,1470,Microsoft
2021-01-26,xbox one,1223,Microsoft
2021-01-27,xbox one,1114,Microsoft
2021-01-28,xbox one,1096,Microsoft
2021-01-29,xbox one,1124,Microsoft
2021-01-30,xbox one,1762,Microsoft
2021-01-31,xbox one,1974,Microsoft
2021-02-01,xbox one,1352,Microsoft
2021-02-02,xbox one,1457,Microsoft
2021-02-03,xbox one,1196,Microsoft
2021-02-04,xbox one,1180,Microsoft
2021-02-05,xbox one,1047,Microsoft
2021-02-06,xbox one,1581,Microsoft
2021-02-07,xbox one,1596,Microsoft
2021-02-08,xbox one,1113,Microsoft
2021-02-09,xbox one,1051,Microsoft
2021-02-10,xbox one,1022,Microsoft
2021-02-11,xbox one,1003,Microsoft
2021-02-12,xbox one,1010,Microsoft
2021-02-13,xbox one,1513,Microsoft
2021-02-14,xbox one,1640,Microsoft
2021-02-15,xbox one,1335,Microsoft
2021-02-16,xbox one,1244,Microsoft
2021-02-17,xbox one,1181,Microsoft
2021-02-18,xbox one,1204,Microsoft
2021-02-19,xbox one,1078,Microsoft
2021-02-20,xbox one,1417,Microsoft
2021-02-21,xbox one,1665,Microsoft
2021-02-22,xbox one,1121,Microsoft
2021-02-23,xbox one,1024,Microsoft
2021-02-24,xbox one,1045,Microsoft
2021-02-25,xbox one,766,Microsoft
2021-02-26,xbox one,990,Microsoft
2021-02-27,xbox one,1355,Microsoft
2021-02-28,xbox one,1538,Microsoft
2021-03-01,xbox one,1171,Microsoft
2021-03-02,xbox one,1196,Microsoft
2021-03-03,xbox one,1137,Microsoft
2021-03-04,xbox one,1189,Microsoft
2021-03-05,xbox one,987,Microsoft
2021-03-06,xbox one,1356,Microsoft
2021-03-07,xbox one,1431,Microsoft
2021-03-08,xbox one,1163,Microsoft
2021-03-09,xbox one,1094,Microsoft
2021-03-10,xbox one,1257,Microsoft
2021-03-11,xbox one,1172,Microsoft
2021-03-12,xbox one,1006,Microsoft
2021-03-13,xbox one,1298,Microsoft
2021-03-14,xbox one,1354,Microsoft
2021-03-15,xbox one,1243,Microsoft
2021-03-16,xbox one,1051,Microsoft
2021-03-17,xbox one,1278,Microsoft
2021-03-18,xbox one,1428,Microsoft
2021-03-19,xbox one,1299,Microsoft
2021-03-20,xbox one,1695,Microsoft
2021-03-21,xbox one,4311,Microsoft
2021-03-22,xbox one,1531,Microsoft
2021-03-23,xbox one,1401,Microsoft
2021-03-24,xbox one,1235,Microsoft
2021-03-25,xbox one,1343,Microsoft
2021-03-26,xbox one,1229,Microsoft
2021-03-27,xbox one,1420,Microsoft
2021-03-28,xbox one,1732,Microsoft
2021-03-29,xbox one,1335,Microsoft
2021-03-30,xbox one,1134,Microsoft
2021-03-31,xbox one,1076,Microsoft
2021-04-01,xbox one,1130,Microsoft
2021-04-02,xbox one,1402,Microsoft
2021-04-03,xbox one,1367,Microsoft
2021-04-04,xbox one,2264,Microsoft
2021-04-05,xbox one,1743,Microsoft
2021-04-06,xbox one,2071,Microsoft
2021-04-07,xbox one,1932,Microsoft
2021-04-08,xbox one,2126,Microsoft
2021-04-09,xbox one,1834,Microsoft
2021-04-10,xbox one,9686,Microsoft
2021-04-11,xbox one,5498,Microsoft
2021-04-12,xbox one,1390,Microsoft
2021-04-13,xbox one,1193,Microsoft
2021-04-14,xbox one,1151,Microsoft
2021-04-15,xbox one,1062,Microsoft
2021-04-16,xbox one,826,Microsoft
2021-04-17,xbox one,1025,Microsoft
2021-04-18,xbox one,1148,Microsoft
2021-04-19,xbox one,906,Microsoft
2021-04-20,xbox one,895,Microsoft
2021-04-21,xbox one,888,Microsoft
2021-04-22,xbox one,806,Microsoft
2021-04-23,xbox one,866,Microsoft
2021-04-24,xbox one,1166,Microsoft
2021-04-25,xbox one,1253,Microsoft
2021-04-26,xbox one,929,Microsoft
2021-04-27,xbox one,743,Microsoft
2021-04-28,xbox one,795,Microsoft
2021-04-29,xbox one,1182,Microsoft
2021-04-30,xbox one,1081,Microsoft
2021-05-01,xbox one,1249,Microsoft
2021-05-02,xbox one,1413,Microsoft
2021-05-03,xbox one,1042,Microsoft
2021-05-04,xbox one,884,Microsoft
2021-05-05,xbox one,780,Microsoft
2021-05-06,xbox one,804,Microsoft
2021-05-07,xbox one,755,Microsoft
2021-05-08,xbox one,1972,Microsoft
2021-05-09,xbox one,1388,Microsoft
2021-05-10,xbox one,980,Microsoft
2021-05-11,xbox one,974,Microsoft
2021-05-12,xbox one,908,Microsoft
2021-05-13,xbox one,783,Microsoft
2021-05-14,xbox one,875,Microsoft
2021-05-15,xbox one,1063,Microsoft
2021-05-16,xbox one,2194,Microsoft
2021-05-17,xbox one,1178,Microsoft
2021-05-18,xbox one,1135,Microsoft
2021-05-19,xbox one,901,Microsoft
2021-05-20,xbox one,817,Microsoft
2021-05-21,xbox one,834,Microsoft
2021-05-22,xbox one,1146,Microsoft
2021-05-23,xbox one,1288,Microsoft
2021-05-24,xbox one,972,Microsoft
2021-05-25,xbox one,875,Microsoft
2021-05-26,xbox one,882,Microsoft
2021-05-27,xbox one,886,Microsoft
2021-05-28,xbox one,878,Microsoft
2021-05-29,xbox one,1057,Microsoft
2021-05-30,xbox one,1148,Microsoft
2021-05-31,xbox one,1110,Microsoft
2021-06-01,xbox one,949,Microsoft
2021-06-02,xbox one,898,Microsoft
2021-06-03,xbox one,848,Microsoft
2021-06-04,xbox one,1027,Microsoft
2021-06-05,xbox one,1104,Microsoft
2021-06-06,xbox one,1229,Microsoft
2021-06-07,xbox one,1007,Microsoft
2021-06-08,xbox one,826,Microsoft
2021-06-09,xbox one,800,Microsoft
2021-06-10,xbox one,795,Microsoft
2021-06-11,xbox one,816,Microsoft
2021-06-12,xbox one,806,Microsoft
2021-06-13,xbox one,1158,Microsoft
2021-06-14,xbox one,919,Microsoft
2021-06-15,xbox one,909,Microsoft
2021-06-16,xbox one,816,Microsoft
2021-06-17,xbox one,1193,Microsoft
2021-06-18,xbox one,1260,Microsoft
2021-06-19,xbox one,1165,Microsoft
2021-06-20,xbox one,1950,Microsoft
2021-06-21,xbox one,1129,Microsoft
2021-06-22,xbox one,1063,Microsoft
2021-06-23,xbox one,1026,Microsoft
2021-06-24,xbox one,1031,Microsoft
2021-06-25,xbox one,1168,Microsoft
2021-06-26,xbox one,1181,Microsoft
2021-06-27,xbox one,1541,Microsoft
2021-06-28,xbox one,1284,Microsoft
2021-06-29,xbox one,1162,Microsoft
2021-06-30,xbox one,1157,Microsoft
2021-07-01,xbox one,1901,Microsoft
2021-07-02,xbox one,3192,Microsoft
2021-07-03,xbox one,6010,Microsoft
2021-07-04,xbox one,2828,Microsoft
2021-07-05,xbox one,3221,Microsoft
2021-07-06,xbox one,2340,Microsoft
2021-07-07,xbox one,1937,Microsoft
2021-07-08,xbox one,1745,Microsoft
2021-07-09,xbox one,1663,Microsoft
2021-07-10,xbox one,1708,Microsoft
2021-07-11,xbox one,2027,Microsoft
2021-07-12,xbox one,1526,Microsoft
2021-07-13,xbox one,1586,Microsoft
2021-07-14,xbox one,1349,Microsoft
2021-07-15,xbox one,1587,Microsoft
2021-07-16,xbox one,1453,Microsoft
2021-07-17,xbox one,1668,Microsoft
2021-07-18,xbox one,5790,Microsoft
2021-07-19,xbox one,1920,Microsoft
2021-07-20,xbox one,1493,Microsoft
2021-07-21,xbox one,1422,Microsoft
2021-07-22,xbox one,1544,Microsoft
2021-07-23,xbox one,5064,Microsoft
2021-07-24,xbox one,5922,Microsoft
2021-07-25,xbox one,7015,Microsoft
2021-07-26,xbox one,4192,Microsoft
2021-07-27,xbox one,3317,Microsoft
2021-07-28,xbox one,2800,Microsoft
2021-07-29,xbox one,1871,Microsoft
2021-07-30,xbox one,2367,Microsoft
2021-07-31,xbox one,2307,Microsoft
2021-08-01,xbox one,2347,Microsoft
2021-08-02,xbox one,1959,Microsoft
2021-08-03,xbox one,2328,Microsoft
2021-08-04,xbox one,1565,Microsoft
2021-08-05,xbox one,1948,Microsoft
2021-08-06,xbox one,1590,Microsoft
2021-08-07,xbox one,1590,Microsoft
2021-08-08,xbox one,1441,Microsoft
2021-08-09,xbox one,1209,Microsoft
2021-08-10,xbox one,1056,Microsoft
2021-08-11,xbox one,1111,Microsoft
2021-08-12,xbox one,1149,Microsoft
2021-08-13,xbox one,1177,Microsoft
2021-08-14,xbox one,1528,Microsoft
2021-08-15,xbox one,1499,Microsoft
2021-08-16,xbox one,1155,Microsoft
2021-08-17,xbox one,1043,Microsoft
2021-08-18,xbox one,998,Microsoft
2020-07-15,roku,1662,Roku
2020-07-16,roku,596,Roku
2020-07-17,roku,344,Roku
2020-07-18,roku,311,Roku
2020-07-19,roku,280,Roku
2020-07-20,roku,229,Roku
2020-07-21,roku,173,Roku
2020-07-22,roku,167,Roku
2020-07-23,roku,157,Roku
2020-07-24,roku,126,Roku
2020-07-25,roku,153,Roku
2020-07-26,roku,190,Roku
2020-07-27,roku,121,Roku
2020-07-28,roku,100,Roku
2020-07-29,roku,106,Roku
2020-07-30,roku,101,Roku
2020-07-31,roku,117,Roku
2020-08-01,roku,105,Roku
2020-08-02,roku,97,Roku
2020-08-03,roku,80,Roku
2020-08-04,roku,100,Roku
2020-08-05,roku,88,Roku
2020-08-06,roku,90,Roku
2020-08-07,roku,95,Roku
2020-08-08,roku,102,Roku
2020-08-09,roku,78,Roku
2020-08-10,roku,97,Roku
2020-08-11,roku,96,Roku
2020-08-12,roku,85,Roku
2020-08-13,roku,77,Roku
2020-08-14,roku,59,Roku
2020-08-15,roku,67,Roku
2020-08-16,roku,74,Roku
2020-08-17,roku,70,Roku
2020-08-18,roku,65,Roku
2020-08-19,roku,81,Roku
2020-08-20,roku,69,Roku
2020-08-21,roku,68,Roku
2020-08-22,roku,73,Roku
2020-08-23,roku,87,Roku
2020-08-24,roku,82,Roku
2020-08-25,roku,65,Roku
2020-08-26,roku,59,Roku
2020-08-27,roku,57,Roku
2020-08-28,roku,66,Roku
2020-08-29,roku,90,Roku
2020-08-30,roku,90,Roku
2020-08-31,roku,64,Roku
2020-09-01,roku,66,Roku
2020-09-02,roku,63,Roku
2020-09-03,roku,75,Roku
2020-09-04,roku,78,Roku
2020-09-05,roku,84,Roku
2020-09-06,roku,71,Roku
2020-09-07,roku,91,Roku
2020-09-08,roku,78,Roku
2020-09-09,roku,70,Roku
2020-09-10,roku,88,Roku
2020-09-11,roku,163,Roku
2020-09-12,roku,298,Roku
2020-09-13,roku,495,Roku
2020-09-14,roku,265,Roku
2020-09-15,roku,167,Roku
2020-09-16,roku,199,Roku
2020-09-17,roku,367,Roku
2020-09-18,roku,298,Roku
2020-09-19,roku,569,Roku
2020-09-20,roku,890,Roku
2020-09-21,roku,47372,Roku
2020-09-22,roku,42870,Roku
2020-09-23,roku,35227,Roku
2020-09-24,roku,34885,Roku
2020-09-25,roku,32520,Roku
2020-09-26,roku,38391,Roku
2020-09-27,roku,40767,Roku
2020-09-28,roku,31325,Roku
2020-09-29,roku,27912,Roku
2020-09-30,roku,23319,Roku
2020-10-01,roku,28236,Roku
2020-10-02,roku,32085,Roku
2020-10-03,roku,59739,Roku
2020-10-04,roku,55222,Roku
2020-10-05,roku,33511,Roku
2020-10-06,roku,30987,Roku
2020-10-07,roku,27166,Roku
2020-10-08,roku,26419,Roku
2020-10-09,roku,27660,Roku
2020-10-10,roku,35054,Roku
2020-10-11,roku,39376,Roku
2020-10-12,roku,28303,Roku
2020-10-13,roku,22704,Roku
2020-10-14,roku,21886,Roku
2020-10-15,roku,22141,Roku
2020-10-16,roku,23593,Roku
2020-10-17,roku,60677,Roku
2020-10-18,roku,39066,Roku
2020-10-19,roku,23207,Roku
2020-10-20,roku,22989,Roku
2020-10-21,roku,25958,Roku
2020-10-22,roku,26829,Roku
2020-10-23,roku,28658,Roku
2020-10-24,roku,49533,Roku
2020-10-25,roku,51846,Roku
2020-10-26,roku,32884,Roku
2020-10-27,roku,29983,Roku
2020-10-28,roku,33995,Roku
2020-10-29,roku,33801,Roku
2020-10-30,roku,37954,Roku
2020-10-31,roku,42088,Roku
2020-11-01,roku,50841,Roku
2020-11-02,roku,27654,Roku
2020-11-03,roku,26627,Roku
2020-11-04,roku,19311,Roku
2020-11-05,roku,19335,Roku
2020-11-06,roku,20756,Roku
2020-11-07,roku,26303,Roku
2020-11-08,roku,32283,Roku
2020-11-09,roku,20515,Roku
2020-11-10,roku,20169,Roku
2020-11-11,roku,23799,Roku
2020-11-12,roku,20210,Roku
2020-11-13,roku,20925,Roku
2020-11-14,roku,29324,Roku
2020-11-15,roku,30286,Roku
2020-11-16,roku,20766,Roku
2020-11-17,roku,20100,Roku
2020-11-18,roku,19233,Roku
2020-11-19,roku,23060,Roku
2020-11-20,roku,22007,Roku
2020-11-21,roku,31207,Roku
2020-11-22,roku,33415,Roku
2020-11-23,roku,25739,Roku
2020-11-24,roku,24960,Roku
2020-11-25,roku,38393,Roku
2020-11-26,roku,42215,Roku
2020-11-27,roku,34612,Roku
2020-11-28,roku,35261,Roku
2020-11-29,roku,35051,Roku
2020-11-30,roku,25846,Roku
2020-12-01,roku,34427,Roku
2020-12-02,roku,30810,Roku
2020-12-03,roku,27892,Roku
2020-12-04,roku,25058,Roku
2020-12-05,roku,31233,Roku
2020-12-06,roku,33253,Roku
2020-12-07,roku,24130,Roku
2020-12-08,roku,22060,Roku
2020-12-09,roku,22685,Roku
2020-12-10,roku,22572,Roku
2020-12-11,roku,24065,Roku
2020-12-12,roku,34097,Roku
2020-12-13,roku,33988,Roku
2020-12-14,roku,22896,Roku
2020-12-15,roku,20116,Roku
2020-12-16,roku,20902,Roku
2020-12-17,roku,20762,Roku
2020-12-18,roku,21203,Roku
2020-12-19,roku,28342,Roku
2020-12-20,roku,25695,Roku
2020-12-21,roku,19290,Roku
2020-12-22,roku,18657,Roku
2020-12-23,roku,19538,Roku
2020-12-24,roku,21008,Roku
2020-12-25,roku,26606,Roku
2020-12-26,roku,31094,Roku
2020-12-27,roku,30745,Roku
2020-12-28,roku,27021,Roku
2020-12-29,roku,25960,Roku
2020-12-30,roku,26571,Roku
2020-12-31,roku,26858,Roku
2021-01-01,roku,52604,Roku
2021-01-02,roku,66828,Roku
2021-01-03,roku,56465,Roku
2021-01-04,roku,29183,Roku
2021-01-05,roku,22959,Roku
2021-01-06,roku,20562,Roku
2021-01-07,roku,22327,Roku
2021-01-08,roku,22433,Roku
2021-01-09,roku,30781,Roku
2021-01-10,roku,54847,Roku
2021-01-11,roku,19554,Roku
2021-01-12,roku,18320,Roku
2021-01-13,roku,17312,Roku
2021-01-14,roku,17572,Roku
2021-01-15,roku,19042,Roku
2021-01-16,roku,28061,Roku
2021-01-17,roku,31604,Roku
2021-01-18,roku,20199,Roku
2021-01-19,roku,18642,Roku
2021-01-20,roku,15810,Roku
2021-01-21,roku,15149,Roku
2021-01-22,roku,16119,Roku
2021-01-23,roku,22772,Roku
2021-01-24,roku,21229,Roku
2021-01-25,roku,16517,Roku
2021-01-26,roku,15981,Roku
2021-01-27,roku,15327,Roku
2021-01-28,roku,15549,Roku
2021-01-29,roku,16648,Roku
2021-01-30,roku,25600,Roku
2021-01-31,roku,28228,Roku
2021-02-01,roku,18688,Roku
2021-02-02,roku,17967,Roku
2021-02-03,roku,18614,Roku
2021-02-04,roku,16822,Roku
2021-02-05,roku,17359,Roku
2021-02-06,roku,25058,Roku
2021-02-07,roku,22864,Roku
2021-02-08,roku,15960,Roku
2021-02-09,roku,14654,Roku
2021-02-10,roku,14000,Roku
2021-02-11,roku,15089,Roku
2021-02-12,roku,15932,Roku
2021-02-13,roku,22510,Roku
2021-02-14,roku,25773,Roku
2021-02-15,roku,21756,Roku
2021-02-16,roku,18204,Roku
2021-02-17,roku,19333,Roku
2021-02-18,roku,18048,Roku
2021-02-19,roku,18492,Roku
2021-02-20,roku,24534,Roku
2021-02-21,roku,25658,Roku
2021-02-22,roku,16496,Roku
2021-02-23,roku,16626,Roku
2021-02-24,roku,17475,Roku
2021-02-25,roku,14952,Roku
2021-02-26,roku,16824,Roku
2021-02-27,roku,22517,Roku
2021-02-28,roku,23230,Roku
2021-03-01,roku,18963,Roku
2021-03-02,roku,19110,Roku
2021-03-03,roku,16146,Roku
2021-03-04,roku,16625,Roku
2021-03-05,roku,15586,Roku
2021-03-06,roku,21240,Roku
2021-03-07,roku,21325,Roku
2021-03-08,roku,15752,Roku
2021-03-09,roku,14353,Roku
2021-03-10,roku,13814,Roku
2021-03-11,roku,14591,Roku
2021-03-12,roku,33766,Roku
2021-03-13,roku,22058,Roku
2021-03-14,roku,22315,Roku
2021-03-15,roku,16548,Roku
2021-03-16,roku,15345,Roku
2021-03-17,roku,15983,Roku
2021-03-18,roku,16360,Roku
2021-03-19,roku,17124,Roku
2021-03-20,roku,21860,Roku
2021-03-21,roku,29832,Roku
2021-03-22,roku,17512,Roku
2021-03-23,roku,15747,Roku
2021-03-24,roku,15439,Roku
2021-03-25,roku,16642,Roku
2021-03-26,roku,16821,Roku
2021-03-27,roku,19665,Roku
2021-03-28,roku,22714,Roku
2021-03-29,roku,15494,Roku
2021-03-30,roku,14262,Roku
2021-03-31,roku,14818,Roku
2021-04-01,roku,18845,Roku
2021-04-02,roku,22827,Roku
2021-04-03,roku,20485,Roku
2021-04-04,roku,24837,Roku
2021-04-05,roku,17148,Roku
2021-04-06,roku,16531,Roku
2021-04-07,roku,15470,Roku
2021-04-08,roku,16298,Roku
2021-04-09,roku,16372,Roku
2021-04-10,roku,40789,Roku
2021-04-11,roku,31295,Roku
2021-04-12,roku,13541,Roku
2021-04-13,roku,12252,Roku
2021-04-14,roku,11672,Roku
2021-04-15,roku,11639,Roku
2021-04-16,roku,13496,Roku
2021-04-17,roku,16057,Roku
2021-04-18,roku,17375,Roku
2021-04-19,roku,12896,Roku
2021-04-20,roku,11492,Roku
2021-04-21,roku,12759,Roku
2021-04-22,roku,12212,Roku
2021-04-23,roku,13585,Roku
2021-04-24,roku,18279,Roku
2021-04-25,roku,18334,Roku
2021-04-26,roku,12706,Roku
2021-04-27,roku,11683,Roku
2021-04-28,roku,11017,Roku
2021-04-29,roku,11681,Roku
2021-04-30,roku,12714,Roku
2021-05-01,roku,15568,Roku
2021-05-02,roku,16699,Roku
2021-05-03,roku,12197,Roku
2021-05-04,roku,10975,Roku
2021-05-05,roku,10174,Roku
2021-05-06,roku,10857,Roku
2021-05-07,roku,11942,Roku
2021-05-08,roku,19591,Roku
2021-05-09,roku,18199,Roku
2021-05-10,roku,12425,Roku
2021-05-11,roku,13565,Roku
2021-05-12,roku,12847,Roku
2021-05-13,roku,13033,Roku
2021-05-14,roku,14417,Roku
2021-05-15,roku,16746,Roku
2021-05-16,roku,20532,Roku
2021-05-17,roku,13174,Roku
2021-05-18,roku,15080,Roku
2021-05-19,roku,13737,Roku
2021-05-20,roku,11964,Roku
2021-05-21,roku,13537,Roku
2021-05-22,roku,18351,Roku
2021-05-23,roku,17291,Roku
2021-05-24,roku,12378,Roku
2021-05-25,roku,13632,Roku
2021-05-26,roku,12768,Roku
2021-05-27,roku,11670,Roku
2021-05-28,roku,14014,Roku
2021-05-29,roku,16646,Roku
2021-05-30,roku,18349,Roku
2021-05-31,roku,18073,Roku
2021-06-01,roku,15246,Roku
2021-06-02,roku,14067,Roku
2021-06-03,roku,13497,Roku
2021-06-04,roku,25996,Roku
2021-06-05,roku,32317,Roku
2021-06-06,roku,18391,Roku
2021-06-07,roku,13737,Roku
2021-06-08,roku,13872,Roku
2021-06-09,roku,13793,Roku
2021-06-10,roku,14035,Roku
2021-06-11,roku,15061,Roku
2021-06-12,roku,20528,Roku
2021-06-13,roku,19109,Roku
2021-06-14,roku,16524,Roku
2021-06-15,roku,16650,Roku
2021-06-16,roku,15328,Roku
2021-06-17,roku,27149,Roku
2021-06-18,roku,24963,Roku
2021-06-19,roku,23401,Roku
2021-06-20,roku,29776,Roku
2021-06-21,roku,19673,Roku
2021-06-22,roku,18717,Roku
2021-06-23,roku,17585,Roku
2021-06-24,roku,19934,Roku
2021-06-25,roku,20232,Roku
2021-06-26,roku,26230,Roku
2021-06-27,roku,25865,Roku
2021-06-28,roku,30869,Roku
2021-06-29,roku,29777,Roku
2021-06-30,roku,20370,Roku
2021-07-01,roku,22955,Roku
2021-07-02,roku,53920,Roku
2021-07-03,roku,45624,Roku
2021-07-04,roku,31262,Roku
2021-07-05,roku,49971,Roku
2021-07-06,roku,32743,Roku
2021-07-07,roku,27527,Roku
2021-07-08,roku,25046,Roku
2021-07-09,roku,22650,Roku
2021-07-10,roku,41728,Roku
2021-07-11,roku,47310,Roku
2021-07-12,roku,22467,Roku
2021-07-13,roku,19492,Roku
2021-07-14,roku,18610,Roku
2021-07-15,roku,25976,Roku
2021-07-16,roku,29279,Roku
2021-07-17,roku,81372,Roku
2021-07-18,roku,81934,Roku
2021-07-19,roku,24803,Roku
2021-07-20,roku,25205,Roku
2021-07-21,roku,29524,Roku
2021-07-22,roku,33684,Roku
2021-07-23,roku,77368,Roku
2021-07-24,roku,144492,Roku
2021-07-25,roku,77434,Roku
2021-07-26,roku,47168,Roku
2021-07-27,roku,39926,Roku
2021-07-28,roku,32827,Roku
2021-07-29,roku,28948,Roku
2021-07-30,roku,26638,Roku
2021-07-31,roku,33873,Roku
2021-08-01,roku,39329,Roku
2021-08-02,roku,28756,Roku
2021-08-03,roku,27835,Roku
2021-08-04,roku,24322,Roku
2021-08-05,roku,24538,Roku
2021-08-06,roku,22743,Roku
2021-08-07,roku,25044,Roku
2021-08-08,roku,25330,Roku
2021-08-09,roku,17415,Roku
2021-08-10,roku,16344,Roku
2021-08-11,roku,15410,Roku
2021-08-12,roku,16701,Roku
2021-08-13,roku,17829,Roku
2021-08-14,roku,21288,Roku
2021-08-15,roku,20082,Roku
2021-08-16,roku,15246,Roku
2021-08-17,roku,14643,Roku
2021-08-18,roku,13757,Roku
2020-07-15,samsung tv,3275,Samsung
2020-07-16,samsung tv,980,Samsung
2020-07-17,samsung tv,831,Samsung
2020-07-18,samsung tv,824,Samsung
2020-07-19,samsung tv,747,Samsung
2020-07-20,samsung tv,449,Samsung
2020-07-21,samsung tv,363,Samsung
2020-07-22,samsung tv,401,Samsung
2020-07-23,samsung tv,317,Samsung
2020-07-24,samsung tv,342,Samsung
2020-07-25,samsung tv,411,Samsung
2020-07-26,samsung tv,533,Samsung
2020-07-27,samsung tv,265,Samsung
2020-07-28,samsung tv,226,Samsung
2020-07-29,samsung tv,271,Samsung
2020-07-30,samsung tv,227,Samsung
2020-07-31,samsung tv,270,Samsung
2020-08-01,samsung tv,286,Samsung
2020-08-02,samsung tv,292,Samsung
2020-08-03,samsung tv,169,Samsung
2020-08-04,samsung tv,164,Samsung
2020-08-05,samsung tv,159,Samsung
2020-08-06,samsung tv,188,Samsung
2020-08-07,samsung tv,162,Samsung
2020-08-08,samsung tv,208,Samsung
2020-08-09,samsung tv,241,Samsung
2020-08-10,samsung tv,171,Samsung
2020-08-11,samsung tv,147,Samsung
2020-08-12,samsung tv,164,Samsung
2020-08-13,samsung tv,150,Samsung
2020-08-14,samsung tv,162,Samsung
2020-08-15,samsung tv,171,Samsung
2020-08-16,samsung tv,176,Samsung
2020-08-17,samsung tv,114,Samsung
2020-08-18,samsung tv,128,Samsung
2020-08-19,samsung tv,123,Samsung
2020-08-20,samsung tv,139,Samsung
2020-08-21,samsung tv,139,Samsung
2020-08-22,samsung tv,154,Samsung
2020-08-23,samsung tv,209,Samsung
2020-08-24,samsung tv,183,Samsung
2020-08-25,samsung tv,153,Samsung
2020-08-26,samsung tv,162,Samsung
2020-08-27,samsung tv,125,Samsung
2020-08-28,samsung tv,161,Samsung
2020-08-29,samsung tv,216,Samsung
2020-08-30,samsung tv,192,Samsung
2020-08-31,samsung tv,128,Samsung
2020-09-01,samsung tv,106,Samsung
2020-09-02,samsung tv,104,Samsung
2020-09-03,samsung tv,108,Samsung
2020-09-04,samsung tv,102,Samsung
2020-09-05,samsung tv,133,Samsung
2020-09-06,samsung tv,147,Samsung
2020-09-07,samsung tv,157,Samsung
2020-09-08,samsung tv,125,Samsung
2020-09-09,samsung tv,116,Samsung
2020-09-10,samsung tv,117,Samsung
2020-09-11,samsung tv,148,Samsung
2020-09-12,samsung tv,305,Samsung
2020-09-13,samsung tv,478,Samsung
2020-09-14,samsung tv,212,Samsung
2020-09-15,samsung tv,132,Samsung
2020-09-16,samsung tv,157,Samsung
2020-09-17,samsung tv,1971,Samsung
2020-09-18,samsung tv,509,Samsung
2020-09-19,samsung tv,801,Samsung
2020-09-20,samsung tv,545,Samsung
2020-09-21,samsung tv,149,Samsung
2020-09-22,samsung tv,131,Samsung
2020-09-23,samsung tv,140,Samsung
2020-09-24,samsung tv,128,Samsung
2020-09-25,samsung tv,137,Samsung
2020-09-26,samsung tv,210,Samsung
2020-09-27,samsung tv,178,Samsung
2020-09-28,samsung tv,187,Samsung
2020-09-29,samsung tv,86,Samsung
2020-09-30,samsung tv,81,Samsung
2020-10-01,samsung tv,97,Samsung
2020-10-02,samsung tv,94,Samsung
2020-10-03,samsung tv,167,Samsung
2020-10-04,samsung tv,196,Samsung
2020-10-05,samsung tv,103,Samsung
2020-10-06,samsung tv,87,Samsung
2020-10-07,samsung tv,81,Samsung
2020-10-08,samsung tv,77,Samsung
2020-10-09,samsung tv,95,Samsung
2020-10-10,samsung tv,138,Samsung
2020-10-11,samsung tv,189,Samsung
2020-10-12,samsung tv,116,Samsung
2020-10-13,samsung tv,76,Samsung
2020-10-14,samsung tv,87,Samsung
2020-10-15,samsung tv,96,Samsung
2020-10-16,samsung tv,95,Samsung
2020-10-17,samsung tv,149,Samsung
2020-10-18,samsung tv,179,Samsung
2020-10-19,samsung tv,96,Samsung
2020-10-20,samsung tv,138,Samsung
