Date,Device,CNT
3/2/2021,web,12872
3/2/2021,xbox one,1196
3/2/2021,xfinity,9594
3/3/2021,amazon fire tablet,2
3/3/2021,amazon fire tv,785
3/3/2021,android mobile,12598
3/3/2021,android tv,1127
3/3/2021,apple tv,1317
3/3/2021,chromecast receiver app,3
3/3/2021,cox,782
3/3/2021,ios mobile,21384
3/3/2021,lg smart tv,1150
3/3/2021,ps4,1231
3/3/2021,roku,16146
3/3/2021,samsung tv,69
3/3/2021,unknown,7532
3/3/2021,vizio,2301
3/3/2021,web,12179
3/3/2021,xbox one,1137
3/3/2021,xfinity,10297
3/4/2021,amazon fire tablet,1
3/4/2021,amazon fire tv,742
3/4/2021,android mobile,12471
3/4/2021,android tv,1088
3/4/2021,apple tv,1368
3/4/2021,chromecast receiver app,1
3/4/2021,cox,715
3/4/2021,ios mobile,22027
3/4/2021,lg smart tv,1214
3/4/2021,ps4,1288
3/4/2021,roku,16625
3/4/2021,samsung tv,88
3/4/2021,unknown,6576
3/4/2021,vizio,2283
3/4/2021,web,13294
3/4/2021,xbox one,1189
3/4/2021,xfinity,11206
3/5/2021,amazon fire tablet,1
3/5/2021,amazon fire tv,712
3/5/2021,android mobile,10760
3/5/2021,android tv,1297
3/5/2021,apple tv,1345
3/5/2021,chromecast receiver app,3
3/5/2021,cox,704
3/5/2021,ios mobile,18336
3/5/2021,lg smart tv,1091
3/5/2021,ps4,1074
3/5/2021,roku,15586
3/5/2021,samsung tv,91
3/5/2021,unknown,5518
3/5/2021,vizio,2589
3/5/2021,web,10083
3/5/2021,xbox one,987
3/5/2021,xfinity,11220
3/6/2021,amazon fire tv,975
3/6/2021,android mobile,12605
3/6/2021,android tv,2098
3/6/2021,apple tv,2006
3/6/2021,chromecast receiver app,2
3/6/2021,cox,963
3/6/2021,ios mobile,21360
3/6/2021,lg smart tv,1563
3/6/2021,ps4,1370
3/6/2021,roku,21240
3/6/2021,samsung tv,138
3/6/2021,unknown,5755
3/6/2021,vizio,6793
3/6/2021,web,10354
3/6/2021,xbox one,1356
3/6/2021,xfinity,16053
3/7/2021,amazon fire tablet,1
3/7/2021,amazon fire tv,1046
3/7/2021,android mobile,13065
3/7/2021,android tv,2127
3/7/2021,apple tv,1964
3/7/2021,chromecast receiver app,4
3/7/2021,cox,978
3/7/2021,ios mobile,22241
3/7/2021,lg smart tv,1660
3/7/2021,ps4,1702
3/7/2021,roku,21325
3/7/2021,samsung tv,106
3/7/2021,unknown,6587
3/7/2021,vizio,3433
3/7/2021,web,10475
3/7/2021,xbox one,1431
3/7/2021,xfinity,13991
3/8/2021,amazon fire tablet,1
3/8/2021,amazon fire tv,707
3/8/2021,android mobile,13539
3/8/2021,android tv,1456
3/8/2021,apple tv,1335
3/8/2021,chromecast receiver app,1
3/8/2021,cox,709
3/8/2021,ios mobile,22265
3/8/2021,lg smart tv,1072
3/8/2021,ps4,1419
3/8/2021,roku,15752
3/8/2021,samsung tv,80
3/8/2021,unknown,9660
3/8/2021,vizio,2650
3/8/2021,web,11869
3/8/2021,xbox one,1163
3/8/2021,xfinity,9306
3/9/2021,amazon fire tablet,2
3/9/2021,amazon fire tv,687
3/9/2021,android mobile,12134
3/9/2021,android tv,1314
3/9/2021,apple tv,1228
3/9/2021,chromecast receiver app,3
3/9/2021,cox,738
3/9/2021,ios mobile,19212
3/9/2021,lg smart tv,923
3/9/2021,ps4,1323
3/9/2021,roku,14353
3/9/2021,samsung tv,65
3/9/2021,unknown,7653
3/9/2021,vizio,2728
3/9/2021,web,10627
3/9/2021,xbox one,1094
3/9/2021,xfinity,9912
3/10/2021,amazon fire tv,655
3/10/2021,android mobile,11465
3/10/2021,android tv,1294
3/10/2021,apple tv,1164
3/10/2021,chromecast receiver app,1
3/10/2021,cox,701
3/10/2021,ios mobile,18100
3/10/2021,lg smart tv,967
3/10/2021,ps4,1367
3/10/2021,roku,13814
3/10/2021,samsung tv,66
3/10/2021,unknown,7687
3/10/2021,vizio,2662
3/10/2021,web,10083
3/10/2021,xbox one,1257
3/10/2021,xfinity,9972
3/11/2021,amazon fire tablet,3
3/11/2021,amazon fire tv,529
3/11/2021,android mobile,10567
3/11/2021,android tv,1262
3/11/2021,apple tv,1073
3/11/2021,chromecast receiver app,3
3/11/2021,cox,731
3/11/2021,ios mobile,16555
3/11/2021,lg smart tv,913
3/11/2021,ps4,1360
3/11/2021,roku,14591
3/11/2021,samsung tv,67
3/11/2021,unknown,6481
3/11/2021,vizio,2535
3/11/2021,web,9653
3/11/2021,xbox one,1172
3/11/2021,xfinity,10063
3/12/2021,amazon fire tv,610
3/12/2021,android mobile,11593
3/12/2021,android tv,1249
3/12/2021,apple tv,1307
3/12/2021,chromecast receiver app,5
3/12/2021,cox,772
3/12/2021,ios mobile,18299
3/12/2021,lg smart tv,1008
3/12/2021,ps4,1493
3/12/2021,roku,33766
3/12/2021,samsung tv,87
3/12/2021,unknown,5787
3/12/2021,vizio,2411
3/12/2021,web,10110
3/12/2021,xbox one,1006
3/12/2021,xfinity,11162
3/13/2021,amazon fire tablet,2
3/13/2021,amazon fire tv,804
3/13/2021,android mobile,13123
3/13/2021,android tv,1711
3/13/2021,apple tv,1962
3/13/2021,chromecast receiver app,2
3/13/2021,cox,1012
3/13/2021,ios mobile,20755
3/13/2021,lg smart tv,1413
3/13/2021,ps4,1967
3/13/2021,roku,22058
3/13/2021,samsung tv,98
3/13/2021,unknown,5829
3/13/2021,vizio,5892
3/13/2021,web,10683
3/13/2021,xbox one,1298
3/13/2021,xfinity,15756
3/14/2021,amazon fire tv,864
3/14/2021,android mobile,12983
3/14/2021,android tv,1649
3/14/2021,apple tv,1902
3/14/2021,chromecast receiver app,6
3/14/2021,cox,896
3/14/2021,ios mobile,21566
3/14/2021,lg smart tv,1484
3/14/2021,ps4,2059
3/14/2021,roku,22315
3/14/2021,samsung tv,89
3/14/2021,unknown,6917
3/14/2021,vizio,3657
3/14/2021,web,10763
3/14/2021,windows phone,1
3/14/2021,xbox one,1354
3/14/2021,xfinity,14154
3/15/2021,amazon fire tv,658
3/15/2021,android mobile,12828
3/15/2021,android tv,1202
3/15/2021,apple tv,1239
3/15/2021,chromecast receiver app,2
3/15/2021,cox,654
3/15/2021,ios mobile,19731
3/15/2021,lg smart tv,1249
3/15/2021,ps4,1555
3/15/2021,roku,16548
3/15/2021,samsung tv,71
3/15/2021,unknown,6990
3/15/2021,vizio,2625
3/15/2021,web,10961
3/15/2021,xbox one,1243
3/15/2021,xfinity,9818
3/16/2021,amazon fire tablet,2
3/16/2021,amazon fire tv,671
3/16/2021,android mobile,12834
3/16/2021,android tv,1195
3/16/2021,apple tv,1267
3/16/2021,chromecast receiver app,1
3/16/2021,cox,782
3/16/2021,ios mobile,19813
3/16/2021,lg smart tv,1157
3/16/2021,ps4,1514
3/16/2021,roku,15345
3/16/2021,samsung tv,95
3/16/2021,unknown,6387
3/16/2021,vizio,2765
3/16/2021,web,11042
3/16/2021,xbox one,1051
3/16/2021,xfinity,10184
3/17/2021,amazon fire tablet,2
3/17/2021,amazon fire tv,770
3/17/2021,android mobile,17947
3/17/2021,android tv,1223
3/17/2021,apple tv,1260
3/17/2021,chromecast receiver app,2
3/17/2021,cox,856
3/17/2021,ios mobile,24751
3/17/2021,lg smart tv,1178
3/17/2021,ps4,1658
3/17/2021,roku,15983
3/17/2021,samsung tv,72
3/17/2021,unknown,6336
3/17/2021,vizio,2832
3/17/2021,web,13287
3/17/2021,xbox one,1278
3/17/2021,xfinity,10095
3/18/2021,amazon fire tablet,2
3/18/2021,amazon fire tv,769
3/18/2021,android mobile,16721
3/18/2021,android tv,1302
3/18/2021,apple tv,1322
3/18/2021,chromecast receiver app,1
3/18/2021,cox,715
3/18/2021,ios mobile,25166
3/18/2021,lg smart tv,1162
3/18/2021,ps4,1951
3/18/2021,roku,16360
3/18/2021,samsung tv,83
3/18/2021,unknown,6864
3/18/2021,vizio,2722
3/18/2021,web,14342
3/18/2021,xbox one,1428
3/18/2021,xfinity,11367
3/19/2021,amazon fire tablet,2
3/19/2021,amazon fire tv,863
3/19/2021,android mobile,17705
3/19/2021,android tv,1232
3/19/2021,apple tv,1293
3/19/2021,chromecast receiver app,2
3/19/2021,cox,736
3/19/2021,ios mobile,23668
3/19/2021,lg smart tv,1214
3/19/2021,ps4,1656
3/19/2021,roku,17124
3/19/2021,samsung tv,118
3/19/2021,unknown,6610
3/19/2021,vizio,2842
3/19/2021,web,12733
3/19/2021,xbox one,1299
3/19/2021,xfinity,11880
3/20/2021,amazon fire tablet,2
3/20/2021,amazon fire tv,1091
3/20/2021,android mobile,18437
3/20/2021,android tv,1539
3/20/2021,apple tv,1784
3/20/2021,chromecast receiver app,5
3/20/2021,cox,925
3/20/2021,ios mobile,26223
3/20/2021,lg smart tv,1686
3/20/2021,ps4,2084
3/20/2021,roku,21860
3/20/2021,samsung tv,144
3/20/2021,unknown,5920
3/20/2021,vizio,4006
3/20/2021,web,13122
3/20/2021,xbox one,1695
3/20/2021,xfinity,15006
3/21/2021,amazon fire tablet,1
3/21/2021,amazon fire tv,1976
3/21/2021,android mobile,39740
3/21/2021,android tv,2558
3/21/2021,apple tv,2634
3/21/2021,chromecast receiver app,6
3/21/2021,cox,940
3/21/2021,ios mobile,53262
3/21/2021,lg smart tv,2591
3/21/2021,ps4,7637
3/21/2021,roku,29832
3/21/2021,samsung tv,279
3/21/2021,unknown,6529
3/21/2021,vizio,4783
3/21/2021,web,22994
3/21/2021,windows phone,1
3/21/2021,xbox one,4311
3/21/2021,xfinity,16002
3/22/2021,amazon fire tv,778
3/22/2021,android mobile,17071
3/22/2021,android tv,1131
3/22/2021,apple tv,1359
3/22/2021,chromecast receiver app,4
3/22/2021,cox,596
3/22/2021,ios mobile,23833
3/22/2021,lg smart tv,1206
3/22/2021,ps4,2208
3/22/2021,roku,17512
3/22/2021,samsung tv,99
3/22/2021,unknown,6488
3/22/2021,vizio,2738
3/22/2021,web,13216
3/22/2021,xbox one,1531
3/22/2021,xfinity,9275
3/23/2021,amazon fire tablet,2
3/23/2021,amazon fire tv,726
3/23/2021,android mobile,13557
3/23/2021,android tv,1103
3/23/2021,apple tv,1223
3/23/2021,chromecast receiver app,3
3/23/2021,cox,806
3/23/2021,ios mobile,21019
3/23/2021,lg smart tv,1134
3/23/2021,ps4,2170
3/23/2021,roku,15747
3/23/2021,samsung tv,90
3/23/2021,unknown,6113
3/23/2021,vizio,2604
3/23/2021,web,11754
3/23/2021,xbox one,1401
3/23/2021,xfinity,9715
3/24/2021,amazon fire tablet,3
3/24/2021,amazon fire tv,595
3/24/2021,android mobile,13091
3/24/2021,android tv,1032
3/24/2021,apple tv,1257
3/24/2021,chromecast receiver app,5
3/24/2021,cox,673
3/24/2021,ios mobile,20862
3/24/2021,lg smart tv,1164
3/24/2021,ps4,2449
3/24/2021,roku,15439
3/24/2021,samsung tv,80
3/24/2021,unknown,6321
3/24/2021,vizio,2588
3/24/2021,web,12589
3/24/2021,xbox one,1235
3/24/2021,xfinity,10392
3/25/2021,amazon fire tablet,2
3/25/2021,amazon fire tv,718
3/25/2021,android mobile,13079
3/25/2021,android tv,1119
3/25/2021,apple tv,1264
3/25/2021,chromecast receiver app,2
3/25/2021,cox,705
3/25/2021,ios mobile,20894
3/25/2021,lg smart tv,1154
3/25/2021,ps4,2523
3/25/2021,roku,16642
3/25/2021,samsung tv,84
3/25/2021,unknown,5940
3/25/2021,vizio,2565
3/25/2021,web,13167
3/25/2021,xbox one,1343
3/25/2021,xfinity,10136
3/26/2021,amazon fire tablet,3
3/26/2021,amazon fire tv,712
3/26/2021,android mobile,15033
3/26/2021,android tv,1320
3/26/2021,apple tv,1375
3/26/2021,chromecast receiver app,5
3/26/2021,cox,712
3/26/2021,ios mobile,21432
3/26/2021,lg smart tv,1161
3/26/2021,ps4,2409
3/26/2021,roku,16821
3/26/2021,samsung tv,91
3/26/2021,unknown,5913
3/26/2021,vizio,2431
3/26/2021,web,12472
3/26/2021,xbox one,1229
3/26/2021,xfinity,10422
3/27/2021,amazon fire tv,951
3/27/2021,android mobile,15174
3/27/2021,android tv,1751
3/27/2021,apple tv,1700
3/27/2021,chromecast receiver app,2
3/27/2021,cox,867
3/27/2021,ios mobile,21815
3/27/2021,lg smart tv,1532
3/27/2021,ps4,2182
3/27/2021,roku,19665
3/27/2021,samsung tv,112
3/27/2021,unknown,5717
3/27/2021,vizio,3577
3/27/2021,web,11247
3/27/2021,xbox one,1420
3/27/2021,xfinity,13350
3/28/2021,amazon fire tablet,2
3/28/2021,amazon fire tv,1141
3/28/2021,android mobile,17221
3/28/2021,android tv,1954
3/28/2021,apple tv,2265
3/28/2021,chromecast receiver app,3
3/28/2021,cox,1029
3/28/2021,ios mobile,26440
3/28/2021,lg smart tv,1913
3/28/2021,ps4,2422
3/28/2021,roku,22714
3/28/2021,samsung tv,140
3/28/2021,unknown,6597
3/28/2021,vizio,4267
3/28/2021,web,13657
3/28/2021,xbox one,1732
3/28/2021,xfinity,14524
3/29/2021,amazon fire tablet,2
3/29/2021,amazon fire tv,719
3/29/2021,android mobile,14053
3/29/2021,android tv,1305
3/29/2021,apple tv,1297
3/29/2021,chromecast receiver app,4
3/29/2021,cox,573
3/29/2021,ios mobile,20991
3/29/2021,lg smart tv,1201
3/29/2021,ps4,1717
3/29/2021,roku,15494
3/29/2021,samsung tv,78
3/29/2021,unknown,6775
3/29/2021,vizio,2535
3/29/2021,web,11634
3/29/2021,windows phone,1
3/29/2021,xbox one,1335
3/29/2021,xfinity,9450
3/30/2021,amazon fire tablet,4
3/30/2021,amazon fire tv,653
3/30/2021,android mobile,12874
3/30/2021,android tv,1282
3/30/2021,apple tv,1204
3/30/2021,chromecast receiver app,1
3/30/2021,cox,611
3/30/2021,ios mobile,18075
3/30/2021,lg smart tv,1169
3/30/2021,ps4,1617
3/30/2021,roku,14262
3/30/2021,samsung tv,60
3/30/2021,unknown,5845
3/30/2021,vizio,2465
3/30/2021,web,10800
3/30/2021,xbox one,1134
3/30/2021,xfinity,9602
3/31/2021,amazon fire tv,836
3/31/2021,android mobile,12851
3/31/2021,android tv,1245
3/31/2021,apple tv,1276
3/31/2021,chromecast receiver app,3
3/31/2021,cox,575
3/31/2021,ios mobile,19313
3/31/2021,lg smart tv,1118
3/31/2021,ps4,1459
3/31/2021,roku,14818
3/31/2021,samsung tv,72
3/31/2021,unknown,6059
3/31/2021,vizio,3249
3/31/2021,web,11435
3/31/2021,xbox one,1076
3/31/2021,xfinity,9910
4/1/2021,amazon fire tablet,2
4/1/2021,amazon fire tv,818
4/1/2021,android mobile,13827
4/1/2021,android tv,1317
4/1/2021,apple tv,1462
4/1/2021,chromecast receiver app,2
4/1/2021,cox,648
4/1/2021,ios mobile,20536
4/1/2021,lg smart tv,1317
4/1/2021,ps4,1504
4/1/2021,roku,18845
4/1/2021,samsung tv,89
4/1/2021,unknown,8427
4/1/2021,vizio,3595
4/1/2021,web,12565
4/1/2021,xbox one,1130
4/1/2021,xfinity,10461
4/2/2021,amazon fire tablet,2
4/2/2021,amazon fire tv,1015
4/2/2021,android mobile,18334
4/2/2021,android tv,1745
4/2/2021,apple tv,2050
4/2/2021,chromecast receiver app,2
4/2/2021,cox,1165
4/2/2021,ios mobile,31293
4/2/2021,lg smart tv,1589
4/2/2021,ps4,1648
4/2/2021,roku,22827
4/2/2021,samsung tv,126
4/2/2021,unknown,9165
4/2/2021,vizio,5981
4/2/2021,web,17805
4/2/2021,xbox one,1402
4/2/2021,xfinity,14184
4/3/2021,amazon fire tablet,4
4/3/2021,amazon fire tv,957
4/3/2021,android mobile,16195
4/3/2021,android tv,2058
4/3/2021,apple tv,2001
4/3/2021,chromecast receiver app,2
4/3/2021,cox,1000
4/3/2021,ios mobile,23500
4/3/2021,lg smart tv,1560
4/3/2021,ps4,1646
4/3/2021,roku,20485
4/3/2021,samsung tv,110
4/3/2021,unknown,6401
4/3/2021,vizio,4575
4/3/2021,web,11704
4/3/2021,xbox one,1367
4/3/2021,xfinity,14386
4/4/2021,amazon fire tablet,4
4/4/2021,amazon fire tv,1336
4/4/2021,android mobile,20929
4/4/2021,android tv,2407
4/4/2021,apple tv,2414
4/4/2021,chromecast receiver app,3
4/4/2021,cox,1000
4/4/2021,ios mobile,29947
4/4/2021,lg smart tv,1912
4/4/2021,ps4,2660
4/4/2021,roku,24837
4/4/2021,samsung tv,164
4/4/2021,unknown,5959
4/4/2021,vizio,4863
4/4/2021,web,13239
4/4/2021,windows phone,1
4/4/2021,xbox one,2264
4/4/2021,xfinity,13800
4/5/2021,amazon fire tablet,6
4/5/2021,amazon fire tv,1012
4/5/2021,android mobile,19606
4/5/2021,android tv,1952
4/5/2021,apple tv,1355
4/5/2021,chromecast receiver app,5
4/5/2021,cox,649
4/5/2021,ios mobile,26832
4/5/2021,lg smart tv,1307
4/5/2021,ps4,2112
4/5/2021,roku,17148
4/5/2021,samsung tv,124
4/5/2021,unknown,6267
4/5/2021,vizio,3840
4/5/2021,web,13725
4/5/2021,xbox one,1743
4/5/2021,xfinity,9685
4/6/2021,amazon fire tablet,5
4/6/2021,amazon fire tv,1253
4/6/2021,android mobile,20623
4/6/2021,android tv,2084
4/6/2021,apple tv,1402
4/6/2021,chromecast receiver app,5
4/6/2021,cox,730
4/6/2021,ios mobile,30484
4/6/2021,lg smart tv,1407
4/6/2021,ps4,2540
4/6/2021,roku,16531
4/6/2021,samsung tv,122
4/6/2021,unknown,5937
4/6/2021,vizio,3764
4/6/2021,web,15341
4/6/2021,xbox one,2071
4/6/2021,xfinity,9768
4/7/2021,amazon fire tablet,5
4/7/2021,amazon fire tv,993
4/7/2021,android mobile,20248
4/7/2021,android tv,1804
4/7/2021,apple tv,1323
4/7/2021,chromecast receiver app,5
4/7/2021,cox,642
4/7/2021,ios mobile,27959
4/7/2021,lg smart tv,1302
4/7/2021,ps4,2549
4/7/2021,roku,15470
4/7/2021,samsung tv,118
4/7/2021,unknown,7140
4/7/2021,vizio,3892
4/7/2021,web,14637
4/7/2021,xbox one,1932
4/7/2021,xfinity,9648
4/8/2021,amazon fire tablet,169
4/8/2021,amazon fire tv,1166
4/8/2021,android mobile,20265
4/8/2021,android tv,1863
4/8/2021,apple tv,1309
4/8/2021,chromecast receiver app,1
4/8/2021,cox,681
4/8/2021,ios mobile,26784
4/8/2021,lg smart tv,1433
4/8/2021,ps4,2909
4/8/2021,roku,16298
4/8/2021,samsung tv,143
4/8/2021,unknown,9272
4/8/2021,vizio,3586
4/8/2021,web,15274
4/8/2021,xbox one,2126
4/8/2021,xfinity,9969
4/9/2021,amazon fire tablet,253
4/9/2021,amazon fire tv,1126
4/9/2021,android mobile,22403
4/9/2021,android tv,1646
4/9/2021,apple tv,1390
4/9/2021,chromecast receiver app,1
4/9/2021,cox,1387
4/9/2021,ios mobile,30363
4/9/2021,lg smart tv,1450
4/9/2021,ps4,2367
4/9/2021,roku,16372
4/9/2021,samsung tv,172
4/9/2021,unknown,8748
4/9/2021,vizio,2973
4/9/2021,web,15294
4/9/2021,xbox one,1834
4/9/2021,xfinity,10776
4/10/2021,amazon fire tablet,655
4/10/2021,amazon fire tv,4706
4/10/2021,android mobile,65822
4/10/2021,android tv,4357
4/10/2021,apple tv,3903
4/10/2021,chromecast receiver app,12
4/10/2021,cox,1539
4/10/2021,ios mobile,98409
4/10/2021,lg smart tv,4697
4/10/2021,ps4,15655
4/10/2021,roku,40789
4/10/2021,samsung tv,843
4/10/2021,unknown,9991
4/10/2021,vizio,6401
4/10/2021,web,36857
4/10/2021,xbox one,9686
4/10/2021,xfinity,19069
4/11/2021,amazon fire tablet,340
4/11/2021,amazon fire tv,2563
4/11/2021,android mobile,36037
4/11/2021,android tv,2980
4/11/2021,apple tv,3154
4/11/2021,chromecast receiver app,14
4/11/2021,cox,1320
4/11/2021,ios mobile,57317
4/11/2021,lg smart tv,3086
4/11/2021,ps4,9430
4/11/2021,roku,31295
4/11/2021,samsung tv,438
4/11/2021,unknown,8686
4/11/2021,vizio,4567
4/11/2021,web,22117
4/11/2021,xbox one,5498
4/11/2021,xfinity,16922
4/12/2021,amazon fire tablet,141
4/12/2021,amazon fire tv,808
4/12/2021,android mobile,12062
4/12/2021,android tv,1208
4/12/2021,apple tv,1137
4/12/2021,chromecast receiver app,1
4/12/2021,cox,661
4/12/2021,ios mobile,19052
4/12/2021,lg smart tv,1147
4/12/2021,ps4,2100
4/12/2021,roku,13541
4/12/2021,samsung tv,119
4/12/2021,unknown,7774
4/12/2021,vizio,2296
4/12/2021,web,10308
4/12/2021,xbox one,1390
4/12/2021,xfinity,8497
4/13/2021,amazon fire tablet,135
4/13/2021,amazon fire tv,581
4/13/2021,android mobile,9327
4/13/2021,android tv,1108
4/13/2021,apple tv,1116
4/13/2021,chromecast receiver app,2
4/13/2021,cox,668
4/13/2021,ios mobile,14913
4/13/2021,lg smart tv,1007
4/13/2021,ps4,1374
4/13/2021,roku,12252
4/13/2021,samsung tv,86
4/13/2021,unknown,6367
4/13/2021,vizio,2212
4/13/2021,web,8868
4/13/2021,xbox one,1193
4/13/2021,xfinity,8391
4/14/2021,amazon fire tablet,117
4/14/2021,amazon fire tv,513
4/14/2021,android mobile,8772
4/14/2021,android tv,1009
4/14/2021,apple tv,1063
4/14/2021,chromecast receiver app,2
4/14/2021,cox,634
4/14/2021,ios mobile,13767
4/14/2021,lg smart tv,965
4/14/2021,ps4,1131
4/14/2021,roku,11672
4/14/2021,samsung tv,67
4/14/2021,unknown,6221
4/14/2021,vizio,2088
4/14/2021,web,8432
4/14/2021,xbox one,1151
4/14/2021,xfinity,8310
4/15/2021,amazon fire tablet,126
4/15/2021,amazon fire tv,478
4/15/2021,android mobile,8931
4/15/2021,android tv,1067
4/15/2021,apple tv,1084
4/15/2021,chromecast receiver app,2
4/15/2021,cox,555
4/15/2021,ios mobile,13820
4/15/2021,lg smart tv,963
4/15/2021,ps4,1028
4/15/2021,roku,11639
4/15/2021,samsung tv,72
4/15/2021,unknown,6485
4/15/2021,vizio,2157
4/15/2021,web,8781
4/15/2021,xbox one,1062
4/15/2021,xfinity,8226
4/16/2021,amazon fire tablet,160
4/16/2021,amazon fire tv,543
4/16/2021,android mobile,9444
4/16/2021,android tv,1093
4/16/2021,apple tv,1061
4/16/2021,chromecast receiver app,3
4/16/2021,cox,678
4/16/2021,ios mobile,14196
4/16/2021,lg smart tv,1029
4/16/2021,ps4,1011
4/16/2021,roku,13496
4/16/2021,samsung tv,79
4/16/2021,unknown,5898
4/16/2021,vizio,2684
4/16/2021,web,8670
4/16/2021,xbox one,826
4/16/2021,xfinity,9798
4/17/2021,amazon fire tablet,172
4/17/2021,amazon fire tv,758
4/17/2021,android mobile,10775
4/17/2021,android tv,1527
4/17/2021,apple tv,1563
4/17/2021,chromecast receiver app,8
4/17/2021,cox,857
4/17/2021,ios mobile,17084
4/17/2021,lg smart tv,1413
4/17/2021,ps4,1299
4/17/2021,roku,16057
4/17/2021,samsung tv,98
4/17/2021,unknown,5863
4/17/2021,vizio,3173
4/17/2021,web,8862
4/17/2021,xbox one,1025
4/17/2021,xfinity,12842
4/18/2021,amazon fire tablet,160
4/18/2021,amazon fire tv,768
4/18/2021,android mobile,10872
4/18/2021,android tv,1484
4/18/2021,apple tv,1582
4/18/2021,chromecast receiver app,8
4/18/2021,cox,859
4/18/2021,ios mobile,17154
4/18/2021,lg smart tv,1427
4/18/2021,ps4,1404
4/18/2021,roku,17375
4/18/2021,samsung tv,121
4/18/2021,unknown,5939
4/18/2021,vizio,3240
4/18/2021,web,8720
4/18/2021,xbox one,1148
4/18/2021,xfinity,11239
4/19/2021,amazon fire tablet,140
4/19/2021,amazon fire tv,494
4/19/2021,android mobile,9379
4/19/2021,android tv,1046
4/19/2021,apple tv,1064
4/19/2021,chromecast receiver app,3
4/19/2021,cox,565
4/19/2021,ios mobile,15269
4/19/2021,lg smart tv,1041
4/19/2021,ps4,1101
4/19/2021,roku,12896
4/19/2021,samsung tv,68
4/19/2021,unknown,6367
4/19/2021,vizio,2299
4/19/2021,web,8862
4/19/2021,xbox one,906
4/19/2021,xfinity,7928
4/20/2021,amazon fire tablet,124
4/20/2021,amazon fire tv,454
4/20/2021,android mobile,8924
4/20/2021,android tv,1030
4/20/2021,apple tv,1012
4/20/2021,chromecast receiver app,4
4/20/2021,cox,591
4/20/2021,ios mobile,14384
4/20/2021,lg smart tv,994
4/20/2021,ps4,1060
4/20/2021,roku,11492
4/20/2021,samsung tv,80
4/20/2021,unknown,5914
4/20/2021,vizio,2080
4/20/2021,web,9123
4/20/2021,xbox one,895
4/20/2021,xfinity,8927
4/21/2021,amazon fire tablet,137
4/21/2021,amazon fire tv,534
4/21/2021,android mobile,9476
4/21/2021,android tv,1105
4/21/2021,apple tv,1048
4/21/2021,chromecast receiver app,2
4/21/2021,cox,525
4/21/2021,ios mobile,14650
4/21/2021,lg smart tv,1065
4/21/2021,ps4,1580
4/21/2021,roku,12759
4/21/2021,samsung tv,63
4/21/2021,unknown,6220
4/21/2021,vizio,2089
4/21/2021,web,8729
4/21/2021,xbox one,888
4/21/2021,xfinity,9309
4/22/2021,amazon fire tablet,158
4/22/2021,amazon fire tv,490
4/22/2021,android mobile,8855
4/22/2021,android tv,1017
4/22/2021,apple tv,1114
4/22/2021,chromecast receiver app,3
4/22/2021,cox,569
4/22/2021,ios mobile,14399
4/22/2021,lg smart tv,1068
4/22/2021,ps4,1781
4/22/2021,roku,12212
4/22/2021,samsung tv,58
4/22/2021,unknown,6089
4/22/2021,vizio,2101
4/22/2021,web,8538
4/22/2021,xbox one,806
4/22/2021,xfinity,8971
4/23/2021,amazon fire tablet,141
4/23/2021,amazon fire tv,537
4/23/2021,android mobile,9402
4/23/2021,android tv,1281
4/23/2021,apple tv,1278
4/23/2021,chromecast receiver app,1
4/23/2021,cox,694
4/23/2021,ios mobile,15547
4/23/2021,lg smart tv,1090
4/23/2021,ps4,1678
4/23/2021,roku,13585
4/23/2021,samsung tv,75
4/23/2021,unknown,5571
4/23/2021,vizio,2150
4/23/2021,web,9123
4/23/2021,xbox one,866
4/23/2021,xfinity,9052
4/24/2021,amazon fire tablet,181
4/24/2021,amazon fire tv,788
4/24/2021,android mobile,11022
4/24/2021,android tv,1701
4/24/2021,apple tv,1888
4/24/2021,chromecast receiver app,3
4/24/2021,cox,831
4/24/2021,ios mobile,18424
4/24/2021,lg smart tv,1561
4/24/2021,ps4,2181
4/24/2021,roku,18279
4/24/2021,samsung tv,127
4/24/2021,unknown,5415
4/24/2021,vizio,2738
4/24/2021,web,9347
4/24/2021,xbox one,1166
4/24/2021,xfinity,12102
4/25/2021,amazon fire tablet,201
4/25/2021,amazon fire tv,820
4/25/2021,android mobile,11296
4/25/2021,android tv,1708
4/25/2021,apple tv,1939
4/25/2021,chromecast receiver app,5
4/25/2021,cox,773
4/25/2021,ios mobile,18798
4/25/2021,lg smart tv,1693
4/25/2021,ps4,2387
4/25/2021,roku,18334
4/25/2021,samsung tv,117
4/25/2021,unknown,5859
4/25/2021,vizio,2997
4/25/2021,web,9365
4/25/2021,xbox one,1253
4/25/2021,xfinity,11467
4/26/2021,amazon fire tablet,143
4/26/2021,amazon fire tv,546
4/26/2021,android mobile,9615
4/26/2021,android tv,1190
4/26/2021,apple tv,1176
4/26/2021,chromecast receiver app,2
4/26/2021,cox,478
4/26/2021,ios mobile,16017
4/26/2021,lg smart tv,1111
4/26/2021,ps4,1884
4/26/2021,roku,12706
4/26/2021,samsung tv,74
4/26/2021,unknown,17395
4/26/2021,vizio,1749
4/26/2021,web,9374
4/26/2021,xbox one,929
4/26/2021,xfinity,7003
4/27/2021,amazon fire tablet,133
4/27/2021,amazon fire tv,462
4/27/2021,android mobile,9050
